timestamp_ms,x_e4,xdot_e3,theta_e4,thetadot_e3,u_e3
420711,-2788,0,30959,0,-1236
420712,-2789,-119,30959,0,-2577
420713,-2789,0,30959,0,-1239
420714,-2789,59,30959,0,-569
420715,-2789,-59,30991,3146,-11443
420716,-2789,0,30959,-3146,8198
420717,-2790,-60,30991,3146,-11445
420718,-2791,-59,30991,0,-2007
420719,-2791,0,30959,-3146,8195
420720,-2791,0,30959,0,-1242
420721,-2791,-59,30959,0,-1913
420722,-2791,0,30959,0,-1244
420723,-2791,0,30959,0,-1244
420724,-2792,-60,30959,0,-1915
420725,-2792,-59,30959,0,-1916
420726,-2792,0,30959,0,-1247
420727,-2792,0,30991,3146,-10782
420728,-2792,0,30991,0,-1343
420729,-2793,-60,30991,0,-2013
420730,-2794,-59,30991,0,-2014
420731,-2794,0,30991,0,-1346
420732,-2794,0,30959,-3146,8188
420733,-2794,-59,30959,0,-1920
420734,-2794,0,30959,0,-1252
420735,-2794,0,30959,0,-1252
420736,-2794,0,30959,0,-1252
420737,-2795,-60,30959,0,-1922
420738,-2795,0,30991,3146,-10788
420739,-2795,0,30991,0,-1349
420740,-2795,0,30991,0,-1349
420741,-2796,-59,30991,0,-2019
