timestamp_ms,x_e4,xdot_e3,theta_e4,thetadot_e3,u_e3
22750,-2926,0,30676,3146,-10178
22755,-2926,0,30676,0,-740
22760,-2927,0,30676,3146,-10181
22765,-2926,59,30676,0,-71
22770,-2926,59,30676,0,-71
22775,-2926,0,30676,0,-740
22780,-2926,59,30708,0,-167
22785,-2926,0,30676,0,-740
22790,-2926,59,30708,0,-166
22795,-2926,0,30676,0,-739
22800,-2925,60,30708,0,-164
22805,-2925,59,30708,0,-163
22810,-2924,59,30708,0,-161
22815,-2923,0,30708,0,-828
22820,-2923,0,30708,0,-827
22825,-2923,-59,30708,0,-1496
22830,-2922,0,30708,0,-825
22835,-2922,0,30708,0,-824
22840,-2922,0,30708,0,-824
22845,-2921,0,30676,0,-727
22850,-2920,0,30676,0,-725
22855,-2920,0,30676,0,-724
22860,-2920,-59,30676,0,-1393
22865,-2919,-60,30676,0,-1392
22870,-2918,0,30645,-3146,8813
22875,-2918,0,30645,0,-624
22880,-2917,0,30645,0,-622
22885,-2916,60,30645,0,49
22890,-2916,0,30613,-3146,8914
22895,-2915,0,30613,0,-521
22900,-2914,0,30613,0,-518
22905,-2913,59,30582,0,249
22910,-2911,60,30582,0,252
22915,-2910,0,30582,0,-413
22920,-2908,59,30582,0,259
22925,-2907,60,30550,0,358
22930,-2906,59,30550,0,361
22935,-2905,0,30519,0,-208
22940,-2903,59,30519,0,464
22945,-2902,59,30487,0,563
22950,-2900,60,30487,0,568
22955,-2899,59,30456,0,666
22960,-2897,59,30456,0,670
22965,-2895,59,30424,0,770
22970,-2893,60,30424,0,775
22975,-2892,59,30393,0,875
22980,-2889,120,30361,-3146,11085
22985,-2887,0,30361,0,312
22990,-2885,59,30330,0,1083
22995,-2883,59,30330,0,1087
23000,-2880,120,30298,0,1860
23005,-2877,120,30267,0,1963
23010,-2874,119,30236,0,2066
23015,-2872,59,30236,0,1403
23020,-2869,0,30204,0,837
23025,-2865,119,30173,0,2281
23030,-2860,120,30173,0,2293
23035,-2855,120,30141,0,2401
23040,-2851,60,30141,0,1742
23045,-2847,59,30078,-3146,11383
23050,-2841,59,30078,0,1957
23055,-2836,119,30047,0,2735
23060,-2830,180,30047,0,3420
23065,-2823,180,30015,0,3532
23070,-2815,240,29984,0,4318
23075,-2806,119,29984,0,3000
23080,-2797,179,29952,0,3789
23085,-2785,240,29984,0,4391
23090,-2773,239,29952,0,4517
23095,-2759,359,29952,0,5891
23100,-2744,300,29952,0,5258
23105,-2728,360,29984,0,5874
23110,-2710,360,29984,0,5917
23115,-2691,420,29984,0,6634
23120,-2672,360,30015,0,5918
23125,-2651,420,30047,3146,-2894
23130,-2630,419,30078,0,6501
23135,-2608,479,30078,0,7226
23140,-2585,479,30110,0,7187
23145,-2561,479,30141,0,7150
23150,-2537,480,30173,0,7117
23155,-2512,479,30204,0,7084
23160,-2485,540,30236,0,7726
23165,-2457,600,30298,0,8273
23170,-2429,599,30330,3146,-1191
23175,-2400,599,30361,0,8224
23180,-2371,539,30424,3146,-2002
23185,-2341,599,30456,0,8085
23190,-2311,660,30519,3146,-798
23195,-2279,660,30550,0,8622
23200,-2248,719,30613,3146,-260
23205,-2217,660,30645,0,8492
23210,-2185,599,30708,0,7711
23215,-2152,660,30770,3146,-1166
23220,-2119,720,30802,0,8929
23225,-2086,660,30865,3146,-1285
23230,-2051,660,30928,3146,-1391
23235,-2016,779,30991,3146,-155
23240,-1981,720,31022,0,8606
22245,-1731,-419,30865,0,-2999
22250,-1755,-480,30833,-3146,5807
22255,-1777,-420,30833,0,-3019
22260,-1799,-420,30833,0,-3074
22265,-1819,-359,30802,0,-2360
22270,-1839,-359,30802,0,-2410
22275,-1859,-420,30802,0,-3128
22280,-1877,-360,30802,0,-2505
