timestamp_ms,x_e4,xdot_e3,theta_e4,thetadot_e3,u_e3
11090,-2893,-59,30582,0,-1035
11100,-2902,-119,30613,3146,-11261
11110,-2911,-119,30613,0,-1844
11120,-2919,-59,30613,-3146,8242
11130,-2928,-120,30645,0,-1982
11140,-2936,-119,30676,0,-2099
11150,-2941,0,30676,0,-774
11160,-2947,-59,30708,3146,-10993
11170,-2954,-59,30676,0,-1475
11180,-2959,-59,30676,0,-1487
11190,-2964,-60,30676,0,-1499
11200,-2968,60,30708,0,-267
11210,-2974,-59,30708,-3146,7816
11220,-2979,-59,30739,0,-1729
11230,-2982,0,30739,0,-1068
11240,-2985,0,30739,0,-1075
11250,-2987,-59,30739,0,-1749
11260,-2988,60,30739,0,-414
11270,-2991,-59,30739,0,-1759
11280,-2993,-60,30739,0,-1764
11290,-2994,0,30739,0,-1096
11300,-2994,0,30739,-3146,8342
11310,-2992,0,30770,0,-1189
11320,-2991,0,30770,0,-1186
11330,-2991,0,30770,0,-1184
11340,-2991,-60,30770,0,-1854
11350,-2991,0,30739,0,-1090
11360,-2991,-60,30739,0,-1758
11370,-2989,59,30739,0,-415
11380,-2988,0,30739,0,-1083
11390,-2987,0,30708,0,-984
11400,-2986,60,30708,0,-312
11410,-2985,0,30676,0,-884
11420,-2983,0,30676,0,-880
11430,-2982,0,30645,0,-781
11440,-2980,0,30645,0,-775
11450,-2977,59,30613,0,-4
11460,-2976,59,30582,0,95
11470,-2973,59,30550,-3146,9635
11480,-2971,0,30550,0,-466
11490,-2967,59,30519,0,307
11500,-2964,0,30487,0,-256
11510,-2960,59,30456,0,516
11520,-2956,60,30424,0,621
11530,-2952,119,30393,0,1396
11540,-2947,60,30330,-3146,10369
11550,-2943,0,30298,0,367
11560,-2937,119,30267,0,1816
11570,-2931,0,30204,-3146,10123
11580,-2925,60,30173,0,1465
11590,-2916,120,30141,0,2253
11600,-2905,119,30110,0,2373
11610,-2894,59,30078,3146,-7609
11620,-2879,120,30047,3146,-6808
11630,-2861,180,30015,3146,-5997
11640,-2839,179,29984,0,3590
11650,-2814,239,29984,0,4323
11660,-2785,360,29984,0,5735
11670,-2752,299,30015,0,5052
11680,-2715,360,30047,0,5719
11690,-2674,360,30110,0,5631
11700,-2631,420,30173,3146,-3221
11710,-2585,479,30204,0,6904
11720,-2537,479,30267,0,6834
11730,-2487,479,30330,0,6767
11740,-2434,540,30393,0,7378
11750,-2380,660,30456,0,8661
11760,-2322,659,30550,0,8519
11770,-2264,540,30645,0,7040
11780,-2205,600,30739,0,7572
11790,-2144,599,30833,0,7437
11800,-2082,600,30928,0,7305
11810,-2020,600,31022,0,7175
11820,-1957,599,31117,0,7046
11830,-1893,719,31211,0,8258
11840,-1828,660,31305,0,7464
11850,-1764,660,31400,0,7338
11860,-1700,659,31494,0,7212
11870,-1636,660,31620,3146,-2448
11880,-1575,599,31714,3146,-3249
11890,-1515,540,31777,0,5479
11900,-1455,600,31872,0,6010
11910,-1399,540,31966,3146,-4242
11920,-1345,479,32029,0,4470
11930,-1294,540,32092,3146,-4362
11940,-1248,480,32123,0,4428
11950,-1204,479,32155,0,4443
11960,-1165,300,32155,-3146,11972
11970,-1128,359,32186,0,3199
11980,-1096,300,32186,0,2610
11990,-1068,300,32155,0,2777
12000,-1042,239,32123,0,2269
12010,-1017,239,32092,0,2426
12020,-994,240,32060,0,2580
12030,-972,239,32029,0,2730
12040,-951,239,31997,0,2878
12050,-930,239,31966,0,3026
12060,-909,240,31935,0,3175
12070,-888,239,31903,0,3323
12080,-867,180,31872,-3146,12241
10090,-594,0,31809,0,1671
10100,-594,0,31809,0,1673
10110,-591,0,31809,0,1679
10120,-589,0,31809,0,1683
10130,-589,0,31809,0,1685
10140,-588,0,31809,0,1686
10150,-589,0,31809,0,1685
10160,-589,-60,31809,0,1016
10170,-588,-60,31809,0,1017
10180,-588,0,31809,0,1686
10190,-588,0,31809,0,1686
10200,-588,0,31840,0,1591
10210,-590,0,31840,0,1586
10220,-592,0,31840,0,1580
10230,-594,-60,31840,0,908
10240,-594,0,31872,0,1480
10250,-596,-60,31872,0,806
10260,-596,0,31903,0,1380
10270,-598,0,31935,3146,-8158
10280,-600,-60,31935,0,605
10290,-602,-59,31966,0,505
10300,-604,0,31997,3146,-8364
10310,-606,-60,31997,0,398
10320,-609,0,32029,0,966
10330,-612,-59,32060,0,192
10340,-616,-60,32092,0,86
10350,-621,0,32123,0,649
10360,-625,-60,32155,3146,-9566
10370,-631,-60,32186,3146,-9675
10380,-636,-60,32218,3146,-9784
10390,-642,-60,32249,3146,-9894
10400,-648,-59,32281,3146,-10005
10410,-655,-60,32312,0,-680
10420,-664,-119,32344,0,-1465
10430,-673,0,32375,0,-246
10440,-683,-119,32407,0,-1705
10450,-693,-120,32438,-3146,7613
10460,-705,-180,32501,3146,-12155
10470,-720,-180,32532,3146,-12288
10480,-738,-180,32532,0,-2895
10490,-761,-300,32532,0,-4290
10500,-789,-300,32532,0,-4359
10510,-822,-359,32501,0,-5015
10520,-858,-359,32469,0,-5010
10530,-900,-479,32407,-3146,3176
10540,-945,-539,32344,0,-6854
10550,-993,-479,32281,0,-6114
10560,-1044,-540,32218,0,-6720
10570,-1098,-599,32123,0,-7238
10580,-1154,-599,32029,0,-7091
10590,-1212,-599,31903,-3146,2585
10600,-1271,-599,31809,0,-6715
10610,-1330,-599,31714,0,-6576
10620,-1389,-660,31588,-3146,2428
10630,-1447,-599,31494,-3146,3236
10640,-1506,-600,31400,-3146,3375
10650,-1563,-599,31305,-3146,3519
10660,-1618,-479,31242,0,-4528
10670,-1672,-599,31179,0,-5811
10680,-1726,-539,31085,0,-4989
10690,-1777,-480,31022,0,-4257
10700,-1825,-479,30959,0,-4187
10710,-1872,-480,30896,-3146,5326
10720,-1916,-419,30865,0,-3459
10730,-1956,-359,30833,0,-2795
10740,-1994,-360,30833,0,-2890
10750,-2029,-239,30833,0,-1641
10760,-2064,-359,30833,3146,-12505
10770,-2097,-300,30802,0,-2383
10780,-2129,-360,30802,0,-3133
10790,-2161,-360,30802,0,-3213
10800,-2191,-300,30802,0,-2620
10810,-2223,-359,30802,0,-3367
10820,-2254,-359,30833,0,-3543
10830,-2285,-300,30833,0,-2951
10840,-2318,-420,30802,0,-4276
10850,-2352,-300,30770,0,-2927
10860,-2386,-420,30739,0,-4256
10870,-2419,-359,30708,0,-3573
10880,-2449,-300,30708,0,-2979
10890,-2478,-239,30708,0,-2384
10900,-2508,-360,30708,0,-3796
10910,-2537,-360,30676,0,-3774
10920,-2566,-360,30676,3146,-13287
10930,-2595,-299,30613,0,-3060
10940,-2625,-299,30582,0,-3038
10950,-2653,-239,30550,0,-2346
10960,-2682,-300,30519,-3146,6448
10970,-2707,-299,30519,-3146,6384
10980,-2733,-299,30519,-3146,6320
10990,-2756,-180,30519,0,-1838
11000,-2777,-120,30487,0,-1127
11010,-2797,-120,30487,0,-1178
11020,-2815,-180,30487,0,-1890
11030,-2829,-120,30487,0,-1257
11040,-2842,-120,30519,0,-1385
11050,-2853,-120,30550,0,-1509
11060,-2865,-239,30582,0,-2971
11070,-2874,-59,30582,0,-988
11080,-2884,-119,30582,0,-1681
