timestamp_ms,x_e4,xdot_e3,theta_e4,thetadot_e3,u_e3
83620,-580,-419,32721,0,-5748
83630,-622,-479,32658,0,-6330
83640,-667,-420,32595,0,-5583
83650,-716,-480,32532,0,-6184
83660,-768,-540,32438,0,-6697
83670,-825,-599,32375,0,-7316
83680,-884,-660,32281,0,-7848
83690,-946,-660,32155,-3146,1818
83700,-1009,-599,32060,0,-6822
83710,-1073,-660,31935,-3146,2168
83720,-1138,-660,31840,0,-7148
83730,-1204,-659,31714,-3146,2507
83740,-1270,-659,31620,0,-6808
83750,-1335,-599,31526,0,-6015
83760,-1399,-719,31400,-3146,2305
83770,-1462,-599,31305,0,-5666
83780,-1524,-599,31211,0,-5533
83790,-1583,-540,31148,0,-4822
83800,-1642,-599,31054,0,-5351
83810,-1698,-600,30991,0,-5300
83820,-1750,-479,30928,0,-3904
83830,-1802,-539,30865,-3146,4927
83840,-1851,-540,30833,-3146,4899
83850,-1897,-419,30802,0,-3221
83860,-1942,-420,30770,-3146,6201
83870,-1985,-479,30739,-3146,5519
83880,-2025,-420,30739,0,-3349
83890,-2061,-300,30739,0,-2101
83900,-2094,-359,30739,0,-2854
83910,-2125,-359,30770,0,-3028
83920,-2155,-300,30770,0,-2435
83930,-2185,-300,30802,0,-2604
83940,-2214,-300,30833,3146,-12211
