timestamp_ms,x_e4,xdot_e3,theta_e4,thetadot_e3,u_e3
544153,-364,-59,32658,0,-994
544154,-365,-119,32658,0,-1666
544155,-366,-120,32658,0,-1670
544156,-367,-59,32658,0,-1002
544157,-367,-59,32658,0,-1004
544158,-369,-119,32658,0,-1676
544159,-370,-119,32658,0,-1679
544160,-370,-59,32658,0,-1011
544161,-371,-119,32658,0,-1683
544162,-372,-59,32690,3146,-10550
544163,-373,-119,32690,0,-1783
544164,-374,-119,32690,0,-1786
544165,-376,-120,32690,0,-1789
544166,-376,-59,32690,0,-1122
544167,-377,-59,32690,0,-1123
544168,-378,-119,32690,0,-1795
544169,-379,-119,32690,0,-1798
544170,-380,-119,32690,0,-1801
544171,-381,-59,32690,0,-1134
544172,-382,-119,32721,3146,-11340
544173,-383,-59,32721,0,-1234
544174,-384,-119,32721,0,-1906
544175,-385,-120,32721,0,-1909
544176,-387,-119,32721,0,-1912
544177,-387,-59,32721,0,-1244
544178,-388,-119,32721,0,-1916
544179,-389,-119,32721,0,-1919
544180,-390,-59,32721,0,-1252
