timestamp_ms,x_e4,xdot_e3,theta_e4,thetadot_e3,u_e3
488774,-2467,420,30204,0,6538
488775,-2462,479,30204,0,7219
488776,-2458,420,30204,0,6561
488777,-2454,419,30204,0,6571
488778,-2450,420,30204,0,6582
488779,-2446,420,30204,0,6592
488780,-2442,420,30204,0,6603
488781,-2437,479,30236,3146,-2250
488782,-2433,420,30236,0,6530
488783,-2428,479,30236,0,7211
488784,-2424,420,30236,0,6552
488785,-2419,479,30267,3146,-2300
488786,-2414,479,30236,-3146,16684
488787,-2410,420,30236,0,6587
488788,-2406,420,30267,3146,-2936
488789,-2399,600,30236,-3146,18058
488790,-2395,479,30267,3146,-2240
488791,-2390,420,30267,0,6539
488792,-2386,479,30267,0,7220
488793,-2381,479,30298,3146,-2301
488794,-2376,539,30298,0,7819
488795,-2371,479,30298,0,7162
488796,-2366,479,30298,0,7174
488797,-2361,540,30330,3146,-1676
488798,-2355,539,30330,0,7775
488799,-2350,479,30330,0,7118
488800,-2346,479,30330,0,7130
488801,-2341,480,30330,0,7142
488802,-2335,599,30330,0,8495
488803,-2330,479,30330,0,7169
488804,-2324,540,30361,3146,-1682
488805,-2319,539,30361,0,7770
488806,-2314,540,30361,0,7783
488807,-2308,539,30393,3146,-1737
488808,-2303,539,30393,0,7715
488809,-2297,540,30393,0,7729
488810,-2293,479,30393,0,7071
488611,-2767,59,30487,-3146,10352
488612,-2766,59,30487,0,914
488613,-2766,0,30487,0,245
488614,-2766,59,30487,0,916
488615,-2764,120,30487,0,1588
488616,-2764,0,30487,0,250
488617,-2764,59,30487,0,920
488618,-2763,59,30487,0,922
488619,-2762,60,30487,0,923
488620,-2762,59,30456,-3146,10459
488621,-2762,0,30456,0,351
488622,-2761,59,30456,0,1022
488623,-2760,120,30456,0,1694
488624,-2760,59,30456,0,1026
488625,-2760,0,30456,0,357
488626,-2759,59,30456,0,1028
488627,-2758,120,30456,0,1700
488628,-2757,59,30456,0,1032
488629,-2757,59,30424,-3146,10568
488630,-2756,60,30424,0,1131
488631,-2755,59,30424,0,1132
488632,-2754,119,30424,0,1804
488633,-2753,60,30424,0,1137
488634,-2753,0,30424,0,468
488635,-2753,59,30424,0,1138
488636,-2752,119,30424,0,1810
488637,-2751,120,30424,0,1814
488638,-2751,0,30424,0,476
488639,-2750,59,30393,-3146,10680
488640,-2749,120,30393,0,1914
488641,-2748,119,30393,0,1916
488642,-2746,120,30393,0,1920
488643,-2746,0,30393,0,582
488644,-2746,59,30393,0,1252
488645,-2745,59,30393,0,1254
